,name,description,recommendation_mark,sector.tr,market,sector,logoid,update_mode,type,typespecs,gross_margin_ttm,operating_margin_ttm,pre_tax_margin_ttm,net_margin_ttm,free_cash_flow_margin_ttm,return_on_assets_fq,return_on_equity_fq,return_on_invested_capital_fq,research_and_dev_ratio_ttm,sell_gen_admin_exp_other_ratio_ttm,close,pricescale,minmov,fractional,minmove2,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,Volatility.W,Volatility.M,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm,dps_common_stock_prim_issue_fy,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth,total_revenue_ttm,total_revenue_yoy_growth_ttm,gross_profit_ttm,oper_income_ttm,net_income_ttm,ebitda_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,total_assets_fq,total_current_assets_fq,cash_n_short_term_invest_fq,total_liabilities_fq,total_debt_fq,net_debt_fq,total_equity_fq,current_ratio_fq,quick_ratio_fq,debt_to_equity_fq,cash_n_short_term_invest_to_total_debt_fq,cash_f_operating_activities_ttm,cash_f_investing_activities_ttm,cash_f_financing_activities_ttm,free_cash_flow_ttm,capital_expenditures_ttm,Recommend.All,Recommend.MA,Recommend.Other,RSI,Mom,AO,CCI20,Stoch.K,Stoch.D,MACD.macd,MACD.signal,volume,relative_volume_10d_calc
183,OIH,ORASCOM INVESTMENT HOLDING,,Communications,egypt,Communications,orascom-investment,delayed_streaming_900,stock,['common'],-59.88682199,-123.563714,255.9514648,219.946131,-208.7285055,6.804671061,12.12591807,8.447827775,,38.90908608,0.335,1000,1,false,0,EGP,-2.61627907,0,-19.66426859,-16.25,24.53531599,-13.43669251,39.00414938,65.45476403,122.0454696,2.962310673,5.354677406,1804517569,EGP,43.5684609,6.34469697,,11.9713776,0.533176298,,,0.715361244,-215773431,,,,0,0,0,,0,,0,0,150736000,-86.00194087,-90271000,-186255000,276929000,-166013000,0.0528,,4889169000,2733476000,2598186000,1604405000,589033000,-2009153000,3284764000,3.090262225,3.090262225,0.178716782,4.410934532,-92971000,29284000,254553000,-314629000,-221658000,-0.445454545,-0.8,-0.090909091,33.31604339,-0.092,-0.064311765,-106.0969607,8.515815085,8.921330089,-0.023918759,-0.016797583,16670189,0.426477079
220,SUGR,DELTA SUGAR,,Process Industries,egypt,Process Industries,delta-sugar,delayed_streaming_900,stock,['common'],23.00584329,17.9515953,24.08749086,15.54654605,5.233829678,34.90317956,51.91052979,51.91052979,,2.43792591,57.09,1000,1,false,0,EGP,0.475184794,-1.228371994,-14.82917969,-33.84704749,-14.7401421,-20.90606816,53.79849552,281.3627255,614.918024,3.442748271,4.633978505,8056942870,EGP,55.19935956,6.27073219,0.071785414,0.970275664,2.672636444,16.56043455,18.6266334,5.517365291,6802354079,0.816882188,4.550471277,4.395530555,5,5,4.50053,4.50053,54.91970739,96.07843137,3,2,8327215572,118.3776985,1915746165,1494868039,1294594404,1547561550,9.1042,86.9407199,4530724822,3588008114,1471370423,1493241458,216781632,-1254588791,3037483364,2.413533859,1.713270272,0.071368829,6.787338989,490209848,284051936,-261269852,435832280,-54377570,-0.4,-0.8,0,36.46979398,-7.21,-6.354352782,-90.9793776,13.59183201,14.481279,-2.789592098,-2.251719989,209754,0.984016314
188,PHDC,PALM HILLS DEVELOPMENT COMPANY,1,Finance,egypt,Finance,palm-hills-development-company,delayed_streaming_900,stock,['common'],30.22604331,18.58236347,13.28248167,9.130423301,-10.40080797,2.55485419,15.17047266,9.852437261,,,3.25,1000,1,false,0,EGP,-0.611620795,4.838709677,-7.670454545,-8.450704225,23.57414449,22.18045113,61.69154229,40.69264069,336.3020371,4.610306292,6.668104469,9619015498,EGP,58.94699759,6.054396423,0.206458764,0.555327424,0.85669474,,,105.9537905,14958014183,0.86355986,4.647201422,4.36776429,0,0,0,,0,,0,0,17321340281,28.06242215,5235555816,3218714409,1581511689,3424638600,0.5368,29.50542823,74298460597,,7735225348,62576612698,12511763058,4776537710,11721847899,,,1.121187315,0.61823624,-834159840,-772676755,4581650523,-1801559340,-967399502,-0.357575758,-0.533333333,-0.181818182,41.72019251,-0.69,-0.298705882,-75.89453861,21.31147541,18.68245294,-0.133390493,-0.095698436,17518397,0.815006133
146,MASR,MADINET MASR FOR HOUSING AND DEVELOPMENT,1,Finance,egypt,Finance,medinet-nasr-housing,delayed_streaming_900,stock,['common'],54.08390989,35.74611492,28.00917553,17.87666028,21.97778265,,,,,,3.44,1000,1,false,0,EGP,-1.432664756,7.165109034,-8.75331565,-24.3956044,-0.578034682,-15.27093596,1.079067826,-3.632143723,1662.918245,5.041287221,5.493659041,7451150020,EGP,-1.271673465,5.696307336,0.03856458,1.041649737,,4.346523737,4.671655941,,7451150020,1.04164974,2.914022247,2.84788226,0.15,0,4.29799,4.2979946,24.83854943,,0,0,7153220255,71.80739396,3868741197,2556998333,1278756884,2616382750,0.6039,149.8551924,,,,,,,,,,,,1689718139,2448674,-1468226244,1572119200,-127284958,-0.424242424,-0.666666667,-0.181818182,42.98336854,-0.49,-0.347029412,-50.26049648,29.24528302,22.55079826,-0.16659737,-0.159509173,5436195,1.009667836
148,MBSC,MISR BENI SUEF CEMENT,,Non-Energy Minerals,egypt,Non-Energy Minerals,misr-beni-suef-cement,delayed_streaming_900,stock,['common'],16.14960082,20.71236887,24.7095291,24.58534201,1.002518071,26.46782557,57.21106776,57.21106776,,3.356469405,38,1000,1,false,0,EGP,-1.681759379,-7.249209001,-6.219151037,-17.40925527,8.323825067,-27.71542705,31.26078994,78.32004591,1308.102071,12.82195246,8.499989187,2783042808,EGP,28.17698261,5.098823245,,1.19533408,3.150214671,104.2098782,117.2279492,5.51367407,2354141024,1.190901435,5.749711406,5.113186269,0,0,0,,0,-100,0,0,1976772346,28.31733628,319240843,409436380,485996242,460405880,7.4527,435.9341292,1584390524,1158681520,447106760,846928144,18204976,-428901784,737462380,1.440260971,0.664687264,0.024685972,24.55959074,22293135,-19345512,-257878507,19817500,-2475638,-0.466666667,-0.933333333,0,40.36333814,-3,-1.225764709,-90.76797227,41.86447373,42.0364655,-0.974053967,-0.988025856,229,0.154416723
124,ICFC,INTERNATIONAL COMPANY FOR FERTILIZERS & CHEMICALS,,Process Industries,egypt,Process Industries,international-company-for-fertilizers-and-chemicals,delayed_streaming_900,stock,['common'],10.51292122,8.974369571,13.2119075,9.668677446,-2.857400279,30.66499212,55.65736519,55.65736519,,1.467590836,26.92,1000,1,false,0,EGP,-2.74566474,-1.247248716,-20.0475153,-19.61780116,60.52474657,14.40713496,166.0079051,2139.600666,446.0446247,6.180677935,6.159650605,622800007,EGP,169.7628419,4.393882514,0.085337489,0.436824381,1.806660483,,,7.019511402,697920204,0.489512783,5.454564527,5.403163535,0,0,0,,0,,0,0,1425744594,171.7206593,149887406,127951589,137850646,129168810,6.1267,52.94191068,585831351,375570937,86288057,250571900,161408254,75120197,335259451,1.499987992,0.466027533,0.481442815,0.534595071,-38797694,12035894,34996589,-40739230,-1941534,-0.403030303,-0.533333333,-0.272727273,38.27032335,-3.1,-2.295882324,-85.61764962,13.25980861,11.51822409,-1.109736401,-0.676279902,59429,0.963999066
191,POUL,CAIRO POULTRY,,Process Industries,egypt,Process Industries,cairo-poultry,delayed_streaming_900,stock,['common'],23.44721041,17.78813241,15.41050499,7.40759231,2.859723881,18.32635849,35.6027215,35.34226212,,4.879651739,6.69,1000,1,false,0,EGP,-0.149253731,0.299850075,-6.824512535,-32.62839879,-2.335766423,-17.40740741,46.71052632,34.3373494,661.9162679,3.760050833,5.286970437,3209310541,EGP,50.00000524,4.201205727,,0.31167267,1.169866751,3.289507526,10.88243129,6.440446778,3444934197,0.334555277,1.880777973,1.437212538,0,0,0,,0,-100,0,0,10297055320,116.970992,2414372227,1831653835,762763878,2396955290,1.5924,568.2333193,5145724380,3758835714,497561864,2377947018,704628494,207066630,2767777362,1.669588047,0.75244088,0.25723688,0.706133613,974164272,-540842551,-28792084,294467350,-679696919,-0.466666667,-0.933333333,0,38.72868604,-0.6,-0.590794132,-80.86243083,27.60084926,27.53007785,-0.369264365,-0.409854883,719382,0.616848091
207,SAUD,AL BARAKA BANK EGYPT,1,Finance,egypt,Finance,al-baraka-bank-egypt,delayed_streaming_900,stock,['common'],,27.13722132,26.05003849,15.44751639,8.775997918,2.11464792,22.88201466,19.08704952,,,11.24,1000,1,false,0,EGP,0.178253119,2.648401826,-4.258943782,-22.48275862,11.95219124,-2.260869565,38.59432799,213.2789818,1580.323858,2.585039168,3.767511799,8158500886,EGP,37.60789544,4.122652582,0.144454771,0.6357082,0.839520816,5.280177263,7.256626261,,1081302886,0.084254829,,,0,0,0,,0,,0,0,12833720000,46.53520165,,3482715000,1982491000,,2.7264,,1.00367E+11,35720275000,,90628932000,3326306000,-7080174000,9738347000,1.558436717,,0.341672238,,1547873000,-7708433000,10415805000,1126287000,-421723000,-0.4,-0.8,0,39.76065143,-1.02,-0.9875,-66.31174209,31.68316832,27.06270627,-0.481425127,-0.517226175,66852,0.575893319
120,HDBK,HOUSING & DEVELOPMENT BANK,1.333333,Finance,egypt,Finance,housing-and-development-bank,delayed_streaming_900,stock,['common'],,37.19919866,40.58476777,30.00732652,41.20753675,4.743026719,39.30989943,35.88086973,,,42.27,1000,1,false,0,EGP,-0.821210699,3.273882238,-14.41587193,-13.73469388,19.94891487,8.887171561,148.5008818,284.190125,3706.679952,3.613651759,4.473252095,22644004912,EGP,149.6766646,4.113548337,0.033272235,1.244584713,1.398897165,2.915839752,2.995481351,,-8842240303,,,,1,0,7.03895,7.0389485,9.731602406,39.99916001,0,0,18194025076,64.06341655,,6768031532,5459540511,,10.2758,,1.23814E+11,49592994394,,1.07621E+11,4640191744,-31625116592,16192981692,0.68289829,,0.2890345,,7702086846,-8621977050,8823570218,7497309570,-355724261,-0.424242424,-0.666666667,-0.181818182,34.14667801,-3.76,-5.918264376,-79.00479019,19.62666933,17.60889156,-2.342842378,-2.17179464,27305,0.407730833
48,CIEB,CREDIT AGRICOLE EGYPT,1,Finance,egypt,Finance,credit-agricole-egypt,delayed_streaming_900,stock,['common'],,48.3894646,49.83851763,37.27065617,36.97560396,6.36620889,48.25930795,43.83366234,,,20.04,1000,1,false,0,EGP,-2.1484375,12.20604075,-2.243902439,-22.89342055,-4.843300325,-8.909090909,93.43629344,90.0644429,24570.58794,5.744943789,6.511108349,25599999428,EGP,88.32047177,4.019737634,0.041989731,1.531092054,1.637238851,3.976213197,4.051854026,,22375402428,1.338234409,,,1.1456,,5.59375,0,22.97909897,,1,0,16720092000,78.48360015,,8090763000,6231688000,,4.9854,,1.10513E+11,39658480000,,95212881000,1785112000,-3224614000,15300165000,0.738026325,,0.116672858,,6299964000,-14924316000,14482082000,6182355000,-235300000,-0.133333333,-0.266666667,0,46.97076062,-1.46,-1.925794303,19.36346246,52.07297589,40.1022818,-0.862728311,-1.028382252,315766,0.314580441
185,ORHD,ORASCOM DEVELOPMENT EGYPT,1,Finance,egypt,Finance,orascom-development-egypt,delayed_streaming_900,stock,['common'],31.57072306,29.58468293,27.18035729,18.45676274,-4.237218629,8.380832134,39.3568694,22.53483881,,1.986040133,10.11,1000,1,false,0,EGP,-0.979431929,3.163265306,-9.164420485,-24.60850112,3.586065574,-8.918918919,-2.034883721,62.80193237,2435.58503,3.874299335,6.746417935,11542134588,EGP,0.387596538,4.005705456,0.059205103,0.753097817,1.326063376,6.32111291,,2.213182601,16049619463,1.047200863,3.53967242,3.337164294,0,0,0,,0,,0,0,15326209169,49.24211623,4838595053,4534210388,2828722063,4809358500,2.5239,68.32733093,39235978120,25605040393,5472450589,29270225444,8632987957,3160537368,9965752676,1.828518932,0.890215385,1.001645563,0.633899945,1808081501,-2077941404,1939495629,-649404990,-2457486492,-0.557575758,-0.933333333,-0.181818182,39.41266408,-1.83,-1.475794118,-85.22414741,18.98989899,17.40740741,-0.634473952,-0.597803929,2059886,0.888495418
235,UTOP,UTOPIA,,Finance,egypt,Finance,utopia,delayed_streaming_900,stock,['common'],72.81911755,58.98348396,76.94685946,48.36557573,64.1656466,20.67432795,33.07394672,33.07394672,,13.8356336,14.13,1000,1,false,0,EGP,-5.737158105,-5.358338915,-24.11386014,-0.562983814,-0.562983814,-0.562983814,66.82408501,165.1031895,-72.82692308,8.130354506,9.141992869,42390000,EGP,66.82407844,3.95056896,,2.026986734,1.072030105,2.977755346,2.9777543,1.820769451,19108634,0.861306374,1.46025053,1.449597217,2,2,14.1543,14.154283,55.91746582,,1,0,22185641,178.5399954,16155388,13085864,10730213,13182030,3.5767,373.1710544,59071866,52862668,23281366,19530061,0,-23281366,39541805,2.761357036,1.501515274,0,,14235555,1850000,-180300,14235560,0,-0.221212121,-0.533333333,0.090909091,38.38172239,-4.42,-1.941088309,-150.6482723,15.21830264,14.29310283,-0.454117174,0.06558305,10546,0.762379816
78,EGBE,EGYPTIAN GULF BANK,2,Finance,egypt,Finance,egyptian-gulf-bank,delayed_streaming_900,stock,['common'],,19.87289415,17.79168099,9.383026895,-0.15055377,1.262290934,18.47870111,12.78222419,,,0.314,1000,1,false,0,USD,-0.317460317,1.618122977,-0.632911392,1.290322581,-1.257861635,1.290322581,-28.4738041,-18.39680386,-50.02765667,0.785229933,1.593112134,7652876996,EGP,-27.56264671,3.751493429,,0.351421395,0.652101678,9.805992841,,,-13221291518,,,,0,0,0,,0,-100,0,0,14017962596,-3.981986134,,2785774869,1308653987,,2.620538525,,98699630335,22622742942,,91169290710,6401295415,-13436866964,7530339625,0.298517289,,0.850069487,,500772668.3,-8877213248,8097849862,-21104571.19,-521877121.8,-0.287878788,-0.666666667,0.090909091,48.77329683,-0.001,-0.003052941,-27.39726027,65.27777778,63.42592593,-0.001322786,-0.001621987,74452,0.79274084
8,ADIB,ABU DHABI ISLAMIC BANK- EGYPT,1,Finance,egypt,Finance,abu-dhabi-islamic-bank-egypt,delayed_streaming_900,stock,['common'],,30.03256761,29.9754774,21.42272376,40.46649132,3.347157355,40.3184052,25.21513815,,,37,1000,1,false,0,EGP,-1.726427623,18.02232855,-9.535456746,-20.43010753,0.216690153,-7.476873845,68.33484986,307.2851173,1262.259076,6.265045385,6.580296622,18825000763,EGP,57.41582891,3.729462756,0.246008276,0.863439673,1.292406657,2.042549959,2.096878032,,17795487763,0.816219353,,,0,0,0,,0,,0,0,21802335000,74.14982054,,6547801000,4670654000,,9.921,,1.62255E+11,61509141000,,1.47921E+11,11262479000,-1049144000,14334013000,1.035795703,,0.786794638,,9057306000,-6762503000,36643606000,8822640000,-268269000,-0.133333333,-0.266666667,0,44.19670338,-4.24,-6.713941059,-31.68962532,41.031622,29.09106997,-2.457084964,-2.521625872,788173,0.489274848
195,QNBA,QATAR NATIONAL BANK ALAHLY,1,Finance,egypt,Finance,qatar-national-bank-alahly,delayed_streaming_900,stock,['common'],,25.37360518,29.70827107,19.1857095,23.21231508,2.951490305,29.49087605,28.34301239,,,31.31,1000,1,false,0,EGP,-0.917721519,-0.03192848,-0.381800827,-19.4494448,14.43713032,11.14660987,76.096728,56.55015874,8636.227781,3.603961676,5.397504606,68113956283,EGP,77.78402356,3.635920244,0.082788282,0.704040711,0.958975981,2.968815366,3.005213291,,12995524633,0.13436709,,,1,,3.16356,3.1635556,11.6126485,33.33333333,3,1,96716574282,69.36771798,,24540481704,18555760981,,8.6113,,7.32013E+11,3.25679E+11,,6.61659E+11,12800899734,-55118431650,70353708823,0.616483639,,0.181950603,,22725396751,-79843808729,1.78484E+11,22450155960,-510515019,-0.266666667,-0.533333333,0,44.42642354,-2.69,-1.849264832,-67.14504466,36.5574675,34.35604438,-0.856295173,-0.867442222,10838,0.382357507
41,CANA,SUEZ CANAL BANK S.A.E,,Finance,egypt,Finance,suez-canal-bank-sae,delayed_streaming_900,stock,['common'],,27.67978422,26.22978735,15.53117292,20.14728125,2.256287902,30.11593005,26.73892953,,,13.1,1000,1,false,0,EGP,-1.281085154,8.175061932,-6.495360457,-5.450661124,37.31080458,18.56061977,80.85943853,336.6125267,239.7102039,6.179410509,4.743458928,6659999847,EGP,78.92643837,3.513100378,0.035315,0.514029439,0.838330787,2.435616066,2.518673751,,14635734847,1.13386565,,,0,0,0,,0,,0,0,12907821000,76.2777377,,3572857000,2004736000,,3.7289,,1.03035E+11,50850613000,,95221525000,18606729000,7975735000,7813143000,1.014808441,,2.381465308,,2689258000,-2026965000,24363845000,2600575000,-253918000,-0.203030303,-0.133333333,-0.272727273,45.1891907,-0.93,-0.954970588,-37.89826051,42.27642276,30.86938115,-0.36428376,-0.338587665,19461,0.495431622
167,MPCI,MEMPHIS PHARMACEUTICALS,,Health Technology,egypt,Health Technology,memphis-pharmaceuticals,delayed_streaming_900,stock,['common'],33.53109375,23.2678328,22.96798101,18.42872487,69.6025719,18.32459393,141.0592956,83.08973206,,10.10764251,86.72,1000,1,false,0,EGP,-3.127792672,-11.46503047,-3.708636547,-20.49142752,64.42926946,38.28735669,220.2363368,721.9905213,306.2438695,6.177826685,7.227216009,503549981,EGP,251.7355982,3.346453654,0.059216748,0.636620339,3.293312548,0.869535332,0.886042252,0.93358063,133518991,0.168803313,0.725479317,0.695408297,2,,2.23414,2.2341375,7.717835919,,1,0,790973760,32.56252633,265222153,184042452,145766378,192000860,25.914,58.33659204,1004161300,917657639,522504414,856042971,152473424,-370030990,148118330,1.292282579,1.104713386,1.029402802,3.426855647,560989280,-10451201,-161233304,550538080,-10451200,-0.333333333,-0.666666667,0,40.52509198,-4.82,-2.332235091,-107.23027,33.80719603,48.76906403,-2.51504722,-2.677504857,30199,0.943819031
106,FNAR,AL FANAR CONTRACTING CONSTRUCTION TRADE IMPORT AND EXPORT CO,,Industrial Services,egypt,Industrial Services,al-fanar-contracting-construction-trade-import-and-export-co,delayed_streaming_900,stock,['common'],17.58441738,15.48031023,15.44882384,11.74196499,-1.349109428,20.11724986,28.42256435,28.42256435,,2.022780289,1.93,1000,1,false,0,EGP,-4.926108374,-8.530805687,-8.530805687,-20.90163934,-2.080162354,0.783289817,-22.8,208.8,286,9.556176711,6.199091314,33759998,EGP,-15.600005,3.297454297,,0.447855463,0.952376253,4.048497009,,8.362963446,30067527,0.414590709,2.678180166,2.284813366,0,0,0,,0,,0,0,72523398,-14.28403159,12752817,11226847,8515672,13159730,0.5853,-16.01377529,45488072,28649257,3692471,13063958,0,-3692471,32424114,2.272110128,2.272110128,0,,7627522,-8605938,-3573386,-978420,-8605938,-0.466666667,-0.933333333,0,43.12147564,-0.08,-0.051264706,-102.1505376,18.64623244,15.64069817,-0.048280408,-0.04518231,11703,0.991250434
206,SAIB,SOCIETE ARABE INTERNATIONALE DE BANQUE S.A.E.,,Finance,egypt,Finance,societe-arabe-internationale-de-banque-saib,delayed_streaming_900,stock,['common'],,11.75601572,11.74898817,5.342168709,21.98495287,0.66896446,6.287667434,5.040901511,,,2.11,1000,1,false,0,USD,0,0,0,19.88636364,20.1813337,19.88636364,20.1813337,-46.72277,-77.65362823,7.10543E-15,-9.76996E-15,3397192246,EGP,20.18113201,2.994181921,1.455973674,0.159963451,0.174809243,0.679652005,0.727604246,,767407096.5,0.056135583,,,15.654352,15.654352,23.6967,23.696684,70.95217823,,1,0,13670600016,2.691657422,,1607117887,730306516.4,,22.06324371,,1.09099E+11,49613540862,,96589586280,8243642846,-1692810999,12509610122,2.717253576,,0.658984794,,3217523575,405175203.6,-2316258078,3005474970,-283652824.8,-0.042424242,-0.266666667,0.181818182,48.80561947,0,0.200783541,60.21839306,63.51113816,81.66991448,0.044598402,0.033561565,0,0
151,MEGM,MIDDLE EAST GLASS MANUFACTURING,,Process Industries,egypt,Process Industries,middle-east-glass-manufacturing,delayed_streaming_900,stock,['common'],41.65656825,32.92118708,11.67288139,7.588470708,10.15107258,5.858538075,25.33574385,10.38329267,,7.120324432,12.54,1000,1,false,0,EGP,0,0,0,0,0,0,0,0,1220,-2.27374E-13,1.49214E-13,941924978,EGP,19.93620424,2.731669063,0.092671827,0.207294398,0.608482951,0.69390029,2.042093541,0.746680839,2799388447,0.738898355,2.244446277,1.917792478,,,0,,0,,0,0,3788597480,56.58333905,1578199695,1247251264,287496610,1459693100,4.5906,29.47680158,5596523511,3034481086,1051794812,4305846469,2909258281,1857463469,1290677042,1.224444496,1.012475481,2.254055962,0.361533666,1131798104,-776115690,-219608286,384583280,-747214828,0.1,0.2,0,100,0,1.77636E-15,-35.0877193,0,1.65793E-14,1.61648E-13,2.38997E-13,0,0
104,FERC,FERCHEM MISR CO. FOR FERTILLIZERS & CHEMICALS,,Process Industries,egypt,Process Industries,ferchem-misr-co-for-fertillizers-and-chemicals,delayed_streaming_900,stock,['common'],18.44630125,13.78724863,12.87388026,9.632078181,0.324826352,,,,,4.535779222,6.31,1000,1,false,0,EGP,0,0,0,0,0,0,0,0,-25.93897583,1.77636E-15,1.77636E-15,121796996,EGP,0,2.259057712,,0.217595909,1.121893457,8.136090001,66.98837962,2.495025012,171206609,0.336406805,2.439984805,2.26666029,0,0,21.6138,21.613832,0,-100,0,0,508927306,403.1938399,93878264,70167073,49020276,75532540,2.7932,113.4168704,397254711,358299918,44384525,298546086,93794138,49409613,98708625,1.210145973,0.332242512,0.950212183,0.473212143,13611022,-11957893,-7842084,1653130,-11957893,-0.421212121,-0.933333333,0.090909091,42.03395452,-0.63,0.022529412,-186.6812227,33.33333333,66.66666667,0.023862488,0.101940646,0,0
30,ASCM,ASEK COMPANY FOR MINING - ASCOM,,Non-Energy Minerals,egypt,Non-Energy Minerals,asek-company-for-mining-ascom,delayed_streaming_900,stock,['common'],5.552749077,-16.39763302,114.4639469,108.7504996,3.406305692,53.04721029,198.0601252,92.39710525,,21.45357372,40.99,1000,1,false,0,EGP,0.293613898,17.18124643,-2.636574947,-17.77331666,60.43053465,-24.24690585,225.5758539,435.1174935,9828.329042,8.545896869,7.178443809,2247849941,EGP,183.1612479,1.170016299,0.000509013,1.266980783,1.154361411,9.903486549,37.30436904,23.48081878,2746510381,1.548046337,,,0,0,0,,0,,0,0,1774178405,40.64930273,98515675,-290923264,1929427879,-123222220,35.0337,2291.868642,5329320491,2906706043,1702016779,3490869519,2315210995,613194216,1838450972,1.348272117,1.237491312,1.185473157,0.735145429,227642052,-158396614,-36342003,60433940,-167208108,-0.066666667,-0.133333333,0,49.32930882,-2.94,-4.788441176,-14.09513937,38.54785107,25.22026466,-1.629510233,-1.582444219,1063240,1.605561388
109,GBCO,GB CORP,1.5,Distribution Services,egypt,Distribution Services,gb-auto,delayed_streaming_900,stock,['common'],23.10448517,11.29122578,37.76746408,37.78819904,38.26084567,25.07939424,75.76471767,54.39172329,,11.79613479,10.2,1000,1,false,0,EGP,-3.95480226,1.694915254,-12.29578676,30.76923077,66.39477977,29.11392405,71.42857143,142.8571429,6696.91873,4.668058696,6.754234419,11528009876,EGP,79.83193533,1.108852338,0.002434277,0.436270948,0.575796561,0.965207428,1.095159522,1.948719158,20589975876,0.779215866,6.901074168,5.930056892,0,0,1.88324,1.8832393,0,-100,0,0,26423969000,-17.2569423,6105122000,2983590000,9985142000,3472138000,9.1987,474.2726932,44198957000,20335546000,5681732000,23320964000,13094889000,7413157000,20877993000,1.178154684,0.856907497,0.680990363,0.433889283,11471213000,-1995622000,-7405119000,10110034000,-1375294000,-0.290909091,-0.4,-0.181818182,43.36664397,-0.8,-1.149588235,-53.9100933,45.37634409,45.41218638,-0.300183328,-0.236105695,577820,0.592909244
0,AALR,"GENERAL COMPANY FOR LAND RECLAMATION,DEVELOPMENT & RECONSTRU",,Finance,egypt,Finance,general-company-for-land-reclamationdevelopment-and-reconstru,delayed_streaming_900,stock,['common'],,,,,,,,,,,33,1000,1,false,0,EGP,-5.525336387,-11.48068432,-18.87905605,-26.81304059,-35.37015403,-28.33876066,26.92307692,192.2940655,-8.333333333,4.972000597,8.699862286,220233320,EGP,30.11539182,,,,,,,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.557575758,-0.933333333,-0.181818182,36.56845019,-5.05,-4.613147109,-102.7924942,34.15115644,34.2169583,-2.205624332,-1.9497591,758,0.099765722
3,ACAP,A CAPITAL HOLDING,,Finance,egypt,Finance,a-capital,delayed_streaming_900,stock,['common'],,,,,,,,,,,1.55,1000,1,false,0,EGP,0.714749838,19.23076923,17.1579743,122.0630372,244.4444444,188.1040892,627.6995305,627.6995305,627.6995305,6.092780473,6.809277539,,EGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466666667,0.933333333,0,63.00862215,0.131,0.053638235,166.8998713,79.29292929,57.14782231,0.033640388,0.017313353,3336406,1.606429984
4,ACGC,ARAB COTTON GINNING,,Process Industries,egypt,Process Industries,arab-cotton-ginning,delayed_streaming_900,stock,['common'],,,,,,,,,,,5.22,1000,1,false,0,EGP,-2.247191011,1.953125,-17.66561514,-32.81853282,8.298755187,-14.42622951,50,198.2857143,-44.66612153,3.420806535,5.436786094,1414116879,EGP,49.99999322,,,,0.885006765,,,5.477125724,2361269879,,,,0.25,,4.68165,4.681648,,150,1,0,,,,,,,,,3708685000,2040334000,571878000,1419075000,791373000,219495000,2289610000,1.630137588,0.876145004,0.506656415,0.722640272,,,,,,-0.490909091,-0.8,-0.181818182,33.37921542,-0.93,-0.834735294,-96.56989411,17.79141104,14.46404226,-0.3687336,-0.315020237,202685,0.322015819
5,ACRO,ACROW MISR,,Producer Manufacturing,egypt,Producer Manufacturing,acrow-misr,delayed_streaming_900,stock,['common'],,,,,,,,,,,35.73,1000,1,false,0,EGP,-4.72,-3.925783918,-20.72331928,-21.42071868,-19.81598026,-16.73269634,55.1454557,128.248371,14902.45695,7.044922863,7.747003992,2093179244,EGP,53.23491036,,,,1.417442597,,,35.17801169,3168828939,,,,3.63,,9.54761,9.547606,,107.4285714,0,0,,,,,,,,,3363510932,2495849126,55918569,1948362735,1104204072,1048285503,1415148197,1.349750681,0.997225561,0.795659892,0.050641517,,,,,,-0.512121212,-0.933333333,-0.090909091,30.35189849,-9.39,-8.117293997,-107.9512523,17.61535144,15.66048728,-3.256316995,-2.672335769,12069,0.350082814
6,ACTF,ACT FINANCIAL,,,egypt,,,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.25,1000,1,false,0,EGP,0,0,0,0,0,0,0,0,0,0,0,,EGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
7,ADCI,ARAB PHARMACEUTICALS,,Health Technology,egypt,Health Technology,arab-pharmaceuticals,delayed_streaming_900,stock,['common'],,,,,,,,,,,85.9,1000,1,false,0,EGP,-1.264367816,-8.801360892,-8.275495819,6.88067288,30.52727946,23.36637039,43.28606934,188.6424731,890.8865179,10.89567391,9.698690978,565140015,EGP,57.11426387,,,,1.251103454,,,2.765283716,874422414,,,,,,4.77758,4.777577,,,1,0,,,,,,,,,1057188227,636877422,186382322,645231895,495664721,309282399,411956332,2.538347806,1.549031524,1.203197238,0.37602499,,,,,,-0.336363636,-0.4,-0.272727273,47.5352598,-5.6,-0.917852591,-43.18606396,37.05882353,27.39869542,-0.765627343,-0.359036442,2712,3.122265715
