,name,description,recommendation_mark,sector.tr,market,sector,logoid,update_mode,type,typespecs,gross_margin_ttm,operating_margin_ttm,pre_tax_margin_ttm,net_margin_ttm,free_cash_flow_margin_ttm,return_on_assets_fq,return_on_equity_fq,return_on_invested_capital_fq,research_and_dev_ratio_ttm,sell_gen_admin_exp_other_ratio_ttm,close,pricescale,minmov,fractional,minmove2,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,Volatility.W,Volatility.M,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm,dps_common_stock_prim_issue_fy,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth,total_revenue_ttm,total_revenue_yoy_growth_ttm,gross_profit_ttm,oper_income_ttm,net_income_ttm,ebitda_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,total_assets_fq,total_current_assets_fq,cash_n_short_term_invest_fq,total_liabilities_fq,total_debt_fq,net_debt_fq,total_equity_fq,current_ratio_fq,quick_ratio_fq,debt_to_equity_fq,cash_n_short_term_invest_to_total_debt_fq,cash_f_operating_activities_ttm,cash_f_investing_activities_ttm,cash_f_financing_activities_ttm,free_cash_flow_ttm,capital_expenditures_ttm,Recommend.All,Recommend.MA,Recommend.Other,RSI,Mom,AO,CCI20,Stoch.K,Stoch.D,MACD.macd,MACD.signal,volume,relative_volume_10d_calc
51,CLHO,CLEOPATRA HOSPITAL COMPANY,1.25,Health Services,egypt,Health Services,cleopatra-hospital-company,delayed_streaming_900,stock,['common'],31.98886731,17.9582149,16.73626671,9.945698575,-5.55364753,9.012465075,16.35268592,14.39739845,,13.55409535,6.15,1000,1,false,0,EGP,-0.162337662,-0.806451613,-7.379518072,17.14285714,42.69141531,30.29661017,37.58389262,-6.818181818,8540.856499,3.89053367,5.779923188,8903874477,EGP,39.59731687,27.54142409,1.704845327,2.73703171,4.149965586,17.16508076,,26.45151573,9447549633,2.912064002,16.21577656,12.46961608,0,0,0,,0,,0,0,3244279530,27.18294369,1037808274,582614690,321813751,757645590,0.2233,16.18106139,3992461013,1532729008,335152093,1676374415,699045163,363893070,2316086598,1.247593693,0.893148161,0.327221685,0.479442689,516471841,-694688127,150379070,-180175850,-696647687,-0.224242424,-0.266666667,-0.181818182,42.28151818,-0.85,-0.412235294,-94.77858559,28.39506173,27.60493827,-0.096323068,-0.026579804,3145082,1.855758185
39,BTFH,BELTONE HOLDING,,Finance,egypt,Finance,belton-financial,delayed_streaming_900,stock,['common'],98.81907018,29.45633116,-0.197553924,-3.936587149,-645.9677018,-0.459238004,-0.839035121,-0.653146646,,,2.84,1000,1,false,0,EGP,-1.730103806,3.272727273,-17.68115942,-16.71554252,-24.26666667,-14.97005988,106.2646526,52.16611709,1257.115476,3.705210324,5.086320868,15789452181,EGP,929.2224802,25.06619594,,1.690340212,1.541266878,,,0.25463817,11473512118,10.42809099,35.4018669,34.03728234,0,0,0,,0,,0,0,1100250480,201.1357522,1087257294,324093425,-43312319,337086610,0.1133,,14599928697,,7464443040,4532715132,3148502977,-4315940063,10067213565,,,0.312748206,2.370791165,-7013043507,-277768158,11727462229,-7107262740,-94219229,-0.557575758,-0.933333333,-0.181818182,35.3858085,-0.54,-0.491117647,-85.49324537,15.07246377,15.07246377,-0.171411162,-0.130846088,23686883,0.567942648
176,NINH,NOZHA INTERNATIONAL HOSPITAL,,Health Services,egypt,Health Services,nozha-international-hospital,delayed_streaming_900,stock,['common'],30.16997544,22.03553371,33.70488599,25.25989303,4.87351357,18.70859768,21.68072178,21.68072178,,7.481046841,8.33,1000,1,false,0,EGP,-0.715137068,2.71270037,1.338199513,-1.18623962,10.47745358,-2.230058424,-4.663682904,262.8371162,568.9957678,3.633374435,3.827364043,1425585877,EGP,-7.181684458,16.00076834,,4.070792445,3.152938327,13.52921725,82.93155731,19.15545193,1185146252,3.271270035,14.84543118,13.52860504,0,0,0,,0,,0,0,362289337,44.62843446,109302604,79832389,91513899,87602990,0.5206,51.91129268,541518054,335509228,240760999,77108254,321374,-240439625,464409800,4.552799899,4.193061944,0.000692005,749.1614101,108229308,-45923437,-6890354,17656220,-90573091,0.378787879,0.666666667,0.090909091,53.90066673,0.3,0.029176441,63.16042267,75.09578544,68.7100894,0.012738938,-0.017581112,12708,0.698963765
198,RAYA,RAYA HOLDING FOR FINANCIAL INVESTMENTS,,Technology Services,egypt,Technology Services,raya-for-financial-investments,delayed_streaming_900,stock,['common'],18.53519748,6.55773018,3.404387947,1.723526071,-7.509155404,2.148080314,28.82460129,11.56307135,,11.84368712,3.46,1000,1,false,0,EGP,-1.704545455,2.976190476,-23.45132743,-20.45977011,42.97520661,24.01433692,41.2244898,549.155698,273.8660621,4.540745099,6.626384993,7546863631,EGP,45.30611731,14.84341484,0.204906915,0.260101897,3.684417894,,,4.247057256,19826985828,0.68440333,10.43658878,8.317084097,0.035,0,0.994318,,0,-41.66666667,0,0,28969738979,56.18306717,5369598328,1899757316,499301004,2383886660,0.2331,73.69597615,27069599201,22909979987,2085918219,24322939318,13629648495,11543730276,2746659883,1.071215524,0.782919463,6.780015775,0.153042701,-1552842568,-536947288,2610790054,-2175382720,-622540150,-0.424242424,-0.666666667,-0.181818182,34.15408897,-0.84,-0.784117647,-91.6020916,15.90413943,13.4447515,-0.292181215,-0.221767674,607559,0.465684494
136,ISPH,IBNSINA PHARMA,2,Distribution Services,egypt,Distribution Services,ibnsina-pharma,delayed_streaming_900,stock,['common'],7.688351518,3.349354147,0.789457245,0.507141972,-0.672254471,1.096142796,12.71290538,6.860928058,,3.899274143,2.44,1000,1,false,0,EGP,-0.81300813,2.953586498,-3.557312253,-24.92307692,-2.008032129,-22.29299363,30.13333333,-68.16635179,-34.74102121,3.869061167,6.676503687,2755200043,EGP,31.20000205,14.28571429,0.351939639,0.07304062,1.697249621,19.54894066,,2.175167875,6560175344,0.193234317,5.769300835,4.940368108,0,0,0,,0,,0,0,33949328681,52.48191584,2610143727,1137083248,172171295,1327871770,0.1708,40.92409241,18549810926,15937235453,1130726519,17100691127,4935701662,3804975143,1449119799,1.000815004,0.779585604,3.406000114,0.229091342,125813467,-279817590,743520147,-228225880,-362267840,-0.490909091,-0.8,-0.181818182,41.18388028,-0.3,-0.227529412,-66.36500754,24.47257384,22.67704166,-0.116389919,-0.112164234,11752153,0.786179595
105,FIRE,FIRST INVESTMENT COMPANY AND REAL ESTATE DEVELOPMENT,,Finance,egypt,Finance,first-investment-company-and-real-estate-development,delayed_streaming_900,stock,['common'],59.15667665,50.69521047,35.11427813,23.78402967,-8.311793991,0.673946717,13.06166913,13.06166913,,8.461466176,2.35,1000,1,false,0,EGP,0,-9.961685824,-18.68512111,-6.746031746,62.06896552,40.63435069,36.78696158,182.4519231,375.1838279,11.9858156,9.567206568,35887499,EGP,51.92082752,14.02985075,,3.33674796,1.638464166,,,123.7386792,35626364,3.678953885,7.257001898,7.068119982,0,0,0,,0,,0,0,9683830,-0.935999379,5728632,4909238,2303205,5040430,0.1675,-28.69306088,316232420,313280682,261135,296511196,0,-261135,19721224,1.119123124,0.201655617,0,,-804898,-1548770,1548770,-804900,0,-0.333333333,-0.666666667,0,41.67140734,0,-0.217970588,-85.65438754,16.04938272,26.74897119,-0.092412786,-0.084256223,1532,0.179202246
137,JUFO,JUHAYNA FOOD INDUSTRIES,1.25,Consumer Non-Durables,egypt,Consumer Non-Durables,juhayna-food-industries,delayed_streaming_900,stock,['common'],25.69916362,10.59983024,8.46145324,6.330006489,5.037264596,13.65797346,26.66200861,25.64521256,,13.88421534,15.01,1000,1,false,0,EGP,-1.638269987,8.219178082,-2.278645833,-16.1452514,7.214285714,-4.211869815,10.53019146,20.08,1901.333333,4.180334798,6.445218497,14365841894,EGP,11.78203528,13.84175581,0.234215594,0.890733563,3.326131516,9.796647302,17.39318882,12.92194794,14629895404,0.907105847,8.557739419,7.170879463,,,0.982962,0.982962,0,,7,0,16128101761,41.9232514,4144787260,1709551407,1020909888,2040181470,1.0844,60.08266903,8580367133,4745796103,1093526328,4330598548,1356135370,262609042,4249768585,1.22993817,0.453643335,0.31921655,0.806354846,1442380219,-683208532,203628957,812415160,-629965056,-0.333333333,-0.666666667,0,42.70911553,-0.39,-2.400882294,-6.329371511,61.82668341,57.42907841,-0.972380923,-1.168016609,621333,0.26982163
223,TALM,TAALEEM MANAGEMENT SERVICES,1,Consumer Services,egypt,Consumer Services,taaleem-management-services,delayed_streaming_900,stock,['common'],73.14138996,53.79078778,58.41415352,44.14656893,-33.69946163,14.56588579,29.71109857,21.90066065,,17.41715989,7.5,1000,1,false,0,EGP,-2.597402597,12.10762332,13.46444781,7.142857143,61.63793103,47.34774067,132.1981424,650,650,10.11309931,6.074535635,5622924861,EGP,108.6687223,13.60420824,0.255607336,6.165859891,4.251869405,6.133415001,,12.45187792,6475454999,7.100707951,13.20060229,11.71854344,0,0,0,,0,,0,0,911944984,34.90177049,667009237,490542391,402592421,552581900,0.5513,54.64235624,3581951722,497352781,439843294,2206281572,1204811707,764968413,1375670150,0.726005362,0.71470217,0.935334079,0.365072228,892956860,-1493742266,839778071,-307320550,-1200277410,0.421212121,0.933333333,-0.090909091,62.36422185,0.9,0.154088235,236.0867018,77.83678712,72.37553079,0.086844552,-0.015721971,150249,0.198974437
77,EGAS,NATURAL GAS & MINING PROJECT (EGYPT GAS),,Utilities,egypt,Utilities,natural-gas-and-mining-project-egypt-gas,delayed_streaming_900,stock,['common'],1.083771258,-7.763116229,5.671873262,5.198356671,-26.41613089,2.213233214,8.829705048,8.829705048,,9.243851122,35.92,1000,1,false,0,EGP,-1.938301938,7.480557001,1.2116032,-20.17777778,5.833827514,-10.2,10.11649632,10.65133138,341.9730451,3.598160547,4.474788733,3521909543,EGP,9.411403421,11.9877186,,0.635486402,0.850054584,,,32.17267256,3414469853,0.616100165,,,1.25,0,3.4125,3.4125035,41.71672674,-10.2804275,0,0,5542069374,-19.38914019,60063355,-430237287,288096533,-350455730,2.9964,-44.68422899,14230898166,10258879724,107439690,10168047955,0,-107439690,4062850211,1.054481344,0.694611434,0,,-1362535069,44235888,1170083348,-1464000300,-101465236,-0.066666667,-0.133333333,0,48.92332075,-1.43,-1.244382394,41.4105112,62.67716199,54.75064605,-0.750013909,-1.038864224,101833,1.094949061
74,EFID,EDITA FOOD INDUSTRIES S.A.E,1.25,Consumer Non-Durables,egypt,Consumer Non-Durables,edita-food-industries-sae,delayed_streaming_900,stock,['common'],34.61713964,17.38192493,18.22382914,13.88775081,,24.6630687,56.17784757,41.49920533,,14.83822505,28.1,1000,1,false,0,EGP,-2.734510211,1.261261261,-10.39541102,-15.61561308,-3.103448276,-9.878127004,79.09496495,40.5,161.3953488,3.573169126,6.752514865,20006388944,EGP,75.54661217,11.71272561,,1.667771627,5.83043195,,,19.47748895,20869199290,1.721029554,9.901259866,,0.428563,0.428563,1.49952,1.4995207,17.86349048,-57.12449177,8,0,12125997046,130.9177119,4197673330,2107731704,1684028253,,2.3991,228.1044858,7819240854,3986447109,1356336212,4354077746,2144943434,788607222,3447946669,1.465104662,0.607091042,0.635775484,0.63234125,,,,,,-0.490909091,-0.8,-0.181818182,38.16991177,-3.21,-3.381911891,-80.92074822,31.11978761,29.57978896,-1.370667549,-1.257499436,280671,0.810240161
179,OCDI,SIX OF OCTOBER DEVELOPMENT & INVESTMENT (SODIC),,Finance,egypt,Finance,six-of-october-development-and-investment-sodic,delayed_streaming_900,stock,['common'],34.6921843,19.39810966,19.35557822,14.58989506,-3.95767747,4.317704013,19.15949368,14.28247684,,,45.5,1000,1,false,0,EGP,1.066192803,5.986489634,5.715610927,82.36472215,116.1520293,102.4922208,175.4237288,203.9412158,7261.255422,6.333123681,9.101898364,16036006557,EGP,173.0024045,10.28481013,,1.484711974,1.798248388,,,14.76963887,17235782055,1.595794663,8.226547264,7.704741789,0,0,0,,0,,0,0,10800751786,53.23446736,3747016715,2095141676,1575818351,2237035650,4.424,83.1656523,41262704527,,2832368709,32186949496,3969037361,1136668652,9075755031,,,0.440385254,0.713616036,-348907175,971866947,-257851667,-427458920,-78551741,-0.045454545,0,-0.090909091,49.73762457,-6.5,-0.280735409,2.02693212,27.80379078,23.82247501,0.016504518,0.362177122,567914,1.424223236
79,EGCH,EGYPTIAN CHEMICAL INDUSTRIES (KIMA),1,Process Industries,egypt,Process Industries,egyptian-chemical-industries-kima,delayed_streaming_900,stock,['common'],40.47892181,28.09394909,16.78169891,15.11397254,6.448624483,5.520862195,13.56002783,6.678346908,,10.30011432,7.12,1000,1,false,0,EGP,-0.558659218,4.245973646,-12.71521509,-33.27563112,-32.77768805,-33.52184645,13.73471977,78.01956123,4329.94977,4.076013638,5.53092426,14223904316,EGP,48.60701966,10.08355757,0.693270518,1.532663115,1.15321759,3.802135603,23.63450928,22.35405888,22930354709,3.269710855,11.63848788,8.709462191,0,0,0,,0,,0,0,7012961000,36.62646648,2838771000,1970217693,1059937000,2632809490,0.7061,14.62662338,21585698000,2951497000,478144000,12317314000,9184594393,8706450393,9268384000,1.715065279,0.828241108,0.990959631,0.052059348,2811172522,-2358490703,-921120951,452239520,-2358932999,-0.4,-0.8,0,39.53583571,-1.22,-0.63805128,-58.26751702,18.16939891,14.94456324,-0.35219432,-0.326300802,656088,0.524382724
214,SKPC,SIDI KERIR PETROCHEMICALS - SIDPEC,1.928571,Process Industries,egypt,Process Industries,sidi-kerir-petrochemicals-sidpec,delayed_streaming_900,stock,['common'],28.43773893,23.84562059,24.59516518,15.76031777,20.49197812,21.1948317,38.29516197,33.29715459,,4.74790753,27.3,1000,1,false,0,EGP,-3.839380063,-0.219301893,-17.27272727,-34.0579742,-5.142463338,-6.08875129,14.85065208,138.3992329,96.56015325,4.674703134,6.172481586,21462839539,EGP,19.39418854,9.927272727,,1.627016709,3.302182343,7.117021162,7.634935974,30.13060973,20276170365,1.537059827,6.44587889,6.326297547,1.25,1.25,3.17013,4.402959,45.45454545,38.88888889,2,1,13191529700,173.7293089,3751372777,3145602122,2079027000,3205061130,2.75,397.1077368,10799951966,6889455854,2996361124,4549905835,1809691950,-1186669174,6250046131,2.102014126,1.694288396,0.289548575,1.655729929,2899921123,-1504264838,-1157814730,2703205380,-196715740,-0.557575758,-0.933333333,-0.181818182,40.36751171,-4.7,-1.188029479,-88.86031888,16.36838743,16.42487677,-0.79314789,-0.439078505,1965276,1.061143577
224,TANM,TANMIYA FOR REAL ESTATE INVESTMENT,,Finance,egypt,Finance,tanmiya-for-real-estate-investment,delayed_streaming_900,stock,['common'],89.78513394,72.63549493,72.59339384,49.30962959,89.08066835,17.01838843,19.51077448,19.51077448,,,2.52,1000,1,false,0,EGP,-4.182509506,-9.025270758,-3.076923077,-8.363636364,32.56180957,11.01321586,44.91086832,28.57142857,28.57142857,10.8640044,10.71953263,318887000,EGP,,9.563567362,,4.921736309,1.731137811,4.384656478,5.293947955,725.7547327,221708076,3.421860962,4.711003649,4.217127877,0,0,0,,0,,0,0,64791667,,58173285,47061748,31948531,52573240,0.2635,,201744169,,105458437,17670212,707580,-104750857,184073957,,,0.004008906,149.0410088,69686189,-28148435,0,57716850,-11969337,-0.46969697,-0.666666667,-0.272727273,45.71028399,-0.39,-0.114352941,-92.94871795,48.05194805,50.22481544,-0.049675398,-0.04397807,67733,1.150137881
67,EAST,EASTERN COMPANY,1.5,Consumer Non-Durables,egypt,Consumer Non-Durables,eastern-company,delayed_streaming_900,stock,['common'],39.55130819,40.00366434,56.47047728,36.95063264,-3.157313313,24.42556012,54.33099666,54.33099666,,5.73553285,23.56,1000,1,false,0,EGP,-4.421906694,7.090909091,-10.31594975,-24.94424737,-12.41635688,-17.04225352,39.40828402,45.70191713,4016.490604,6.086606441,5.291738878,56694999123,EGP,48.57988862,8.933717579,0.222433792,3.453821943,5.366449215,,,23.71754619,50068845123,3.145905929,7.864044408,,3.75,,15.213,15.212981,142.1962688,134.375,8,1,15915557000,-13.37405526,6294811000,6366806000,5880899000,,2.6372,42.02164898,20128445000,13036322000,7391297000,10338199000,765143000,-6626154000,9790246000,1.373458558,0.872810933,0.078153603,9.660020414,-403412000,7815289000,-8909809000,-502504000,-99092000,-0.512121212,-0.933333333,-0.090909091,38.76936821,-2.88,-2.583588253,-78.08347033,54.34439705,46.00667544,-1.262458224,-1.317522157,1116176,1.348256029
150,MCRO,MACRO GROUP PHARMACEUTICALS -MACRO CAPITAL,,Health Technology,egypt,Health Technology,macro-pharmaceuticals-macro-capital,delayed_streaming_900,stock,['common'],73.62763393,27.47437918,23.17752491,17.83553115,-0.247265543,-39.99791214,-97.89212249,-90.79632472,,44.38119967,2.2,1000,1,false,0,EGP,-3.083700441,5.769230769,-14.39688716,-27.63157895,-12,-25.42372881,-31.25,-54.63917526,-54.63917526,5.777195282,5.650372328,1275981620,EGP,,8.761449622,,1.604119205,13.12649165,220.9733063,,16.47316447,1426969693,1.786298695,6.501688962,6.110559773,0,,4.70225,4.702247,42.50935882,-100,0,0,798841592,14.54285029,588168163,219476768,142477641,233525200,0.2511,-15.34052596,513691772,423740836,75309682,419361214,226178634,150868952,94330558,1.075366911,0.670576031,2.40075559,0.3329655,5614202,-9089465,-27876554,-1975260,-9089465,-0.490909091,-0.8,-0.181818182,36.42684813,-0.36,-0.421911765,-68.86472583,18.60465116,13.31672204,-0.17446877,-0.167827226,640497,0.646371548
45,CERA,THE ARAB CERAMIC CO.- CERAMICA REMAS,,Producer Manufacturing,egypt,Producer Manufacturing,the-arab-ceramic-co-ceramica-remas,delayed_streaming_900,stock,['common'],14.02005332,11.33211938,6.865150622,4.62417323,-4.704244805,5.627187807,15.80810497,12.38348982,,2.924808844,0.69,1000,1,false,0,EGP,-2.404526167,2.526002972,-22.55892256,-37.5,-9.448818898,-16.05839416,11.11111111,70.64497817,2243.660043,4.523405898,6.042594395,504562516,EGP,12.88244515,8.635794743,0.076316258,0.409327074,1.260734515,3.033588757,,19.14534818,910795369,0.733658602,6.474151626,4.447117286,0,0,3.56125,3.5612535,0,,0,0,1241443046,45.12489144,174050977,140681808,57406477,204805790,0.0799,115.9459459,1132506388,551473841,26501700,739135216,432734553,406232853,393371172,0.938163885,0.40800962,1.100066766,0.061242394,163482113,-221421435,65562455,-58400520,-221882635,-0.445454545,-0.8,-0.090909091,27.85755759,-0.222,-0.180635294,-107.9901998,13.78720008,12.37108093,-0.072984825,-0.060177638,2365299,0.877121861
53,COMI,COMMERCIAL INTERNATIONAL BANK-EGYPT (CIB),1.3125,Finance,egypt,Finance,commercial-international-bank-egypt,delayed_streaming_900,stock,['common'],,35.69385941,35.4615713,21.98115954,34.31513067,3.511149226,32.63314327,28.549599,,,73.11,1000,1,false,0,EGP,-5.014940886,1.682890078,-8.6125,-5.786080046,4.293868881,0.633169976,37.42480945,95.97751589,8613.748672,4.421496048,3.965500339,2.32411E+11,EGP,38.5698256,8.603301992,0.15301605,1.995557575,2.439791121,5.301990658,5.523748507,,-9431014148,,,,0.55,0.55,0.714564,0.71456414,6.405851454,2.259374396,3,1,1.17461E+11,80.95795816,,41926220000,25777099000,,8.4979,,8.34866E+11,3.20615E+11,,7.44225E+11,28015259000,-2.42002E+11,90641466000,0.79354339,,0.309624532,,41992603000,-56962004000,1.56318E+11,40306757000,-1685846000,-0.424242424,-0.666666667,-0.181818182,41.68455436,-8.04,-7.16429395,-75.3594293,28.71047101,24.43634679,-2.277668813,-1.889434329,5455850,1.442916053
122,HRHO,EFG HOLDING,1,Finance,egypt,Finance,egyptian-financial-hermes-company,delayed_streaming_900,stock,['common'],,18.57018782,18.70858205,10.96039355,-3.60251205,2.197254698,11.81834784,9.095353609,,,14.72,1000,1,false,0,EGP,-7.36312146,-0.540540541,-14.16909621,-22.3628651,-18.94273128,-9.803921569,-0.968783638,70.17354025,2427.66705,5.878301007,4.455490921,23193139158,EGP,3.471474354,8.599637787,,1.01744579,0.921288653,,,,46199054158,2.02667834,,,0,0,0,,0,,0,0,22795454633,163.4575246,,4233158739,2498471540,,1.7117,,1.21908E+11,49007316000,,94512045000,23354773000,18931011000,27395929000,0.788240588,,1.001447106,,-84895000,-5579533000,11752871000,-821209000,-736314000,-0.557575758,-0.933333333,-0.181818182,33.19985612,-2.68,-2.252352997,-110.8959267,26.77595628,25.85458409,-0.877986938,-0.772065345,10570585,2.803143155
147,MBEN,M.B ENGINEERING,,Distribution Services,egypt,Distribution Services,mb-engineering,delayed_streaming_900,stock,['common'],37.87176602,29.17173833,17.4592603,12.8067083,-15.71860417,13.43322102,48.34363503,48.11989945,,8.700027698,3.11,1000,1,false,0,EGP,-2.201257862,-10.11560694,4.713804714,73.74301676,156.8125516,121.1948791,77.69106098,514.1135537,557.1024108,7.355832719,9.15032058,368880056,EGP,208.9303517,8.214474379,,1.173226206,2.910622368,,,9.133241319,418251636,1.371111573,4.700136784,4.119381078,0,0,0,,0,,0,0,305045661,76.79666421,115526179,88987122,39066308,101532640,0.3786,1605.405405,364884190,276422989,38322598,236864415,79926840,41604242,128019775,1.17100805,0.681539103,0.664658796,0.479470951,-36939894,-11087972,37287228,-47948920,-11087972,-0.26969697,-0.266666667,-0.272727273,45.34598691,-0.37,0.042676471,-33.99632361,14.99575552,17.87928369,0.040796052,0.097204804,14583,0.073587628
222,SWDY,ELSWEDY ELECTRIC,1.375,Producer Manufacturing,egypt,Producer Manufacturing,elswedy-electric,delayed_streaming_900,stock,['common'],18.80393708,11.34392178,10.42136247,6.001766137,0.57887544,6.883008726,29.59072606,24.53162442,,5.487272783,34.48,1000,1,false,0,EGP,4.043452022,11.04670245,4.169190584,9.808917197,22.05309735,18.89655172,95.35410765,155.9762435,1390.657518,4.464454533,5.70678491,71939584119,EGP,84.75921425,8.081565686,0.087809958,0.467401316,2.064831394,13.14635422,84.00779247,2.896372699,89849297502,0.590390386,5.20446454,4.593609157,0.5,0.5,1.207,1.2070006,11.7115218,25,2,1,1.52186E+11,65.11917576,28617006233,17263888885,9133862670,19559630440,4.2665,88.45797076,1.51449E+11,1.23825E+11,26399210763,1.13183E+11,41924910750,15525699987,38108479528,1.200940874,0.811151478,1.173562975,0.629678401,5629564193,-4544971597,4749846662,880968810,-4829965116,0.536363636,0.8,0.272727273,51.96482467,-0.82,-1.874823844,26.87362043,41.77719829,32.49236099,-0.543866506,-0.626266205,6251368,2.702835051
186,ORWE,ORIENTAL WEAVERS,1,Consumer Durables,egypt,Consumer Durables,oriental-weavers,delayed_streaming_900,stock,['common'],14.43892656,9.732932176,11.81079087,9.854740544,15.18668838,8.209502699,15.19799735,14.35812422,,4.430684243,19.04,1000,1,false,0,EGP,-0.157315155,8.862206975,0.157811678,-15.37777778,5.077256894,12.59609698,13.67164179,243.0634445,2181.806945,5.805360585,6.760740814,12683594840,EGP,9.134332458,7.277174744,0.068467086,0.718269655,0.988624586,4.040341558,4.722159895,7.036429481,15256374579,0.863965649,8.876725235,5.823278597,1.25,1.25,6.5548,6.554798,47.77556948,108.3333333,8,1,17658543016,33.21517761,2549704058,1718694015,1740203598,2619894330,2.6164,106.4546674,23188184608,15360460783,4555796896,9017294577,5767043352,1211246456,14170890031,1.886392164,1.028350634,0.450221152,0.789970981,3134299960,-928623602,-2279491446,2681747900,-452552060,-0.26969697,-0.266666667,-0.272727273,47.80606484,-1.66,-1.228558868,-26.15090084,36.39910308,28.28374707,-0.378383131,-0.259669865,735580,0.380540347
52,CNFN,CONTACT FINANCIAL HOLDING,,Finance,egypt,Finance,contact-financial,delayed_streaming_900,stock,['common'],53.73212402,26.17509015,29.74355929,20.23577524,-44.87591612,6.345910934,24.1431031,9.957603537,,,4.2,1000,1,false,0,EGP,-0.943396226,4.738154613,-1.176470588,1.449275362,10.23622047,10.81794195,21.38728324,14.48040886,4100,8.75566343,7.342855143,5314564624,EGP,15.60693515,7.22642808,,1.483658199,1.67216091,,,286.3279452,11204002719,3.275340783,12.51319765,11.04696383,0,0,5.68739,5.687365,0,-100,0,0,3420713587,106.4906074,1838022067,895374865,692207913,1014215570,0.5812,49.02564103,12505872638,,1645957668,9393258540,7429239396,5783281728,3112614098,,,2.471093912,0.221551303,-1391472290,-201493852,1804143863,-1535076560,-156480660,-0.178787879,-0.266666667,-0.090909091,47.33884428,0.2,-0.247911765,26.41843972,44.23736491,37.51267284,-0.111856892,-0.155405801,34587,0.211752778
1,ABUK,ABOU KIR FERTILIZERS,1.75,Process Industries,egypt,Process Industries,abou-kir-fertilizers,delayed_streaming_900,stock,['common'],54.46441543,49.52664408,82.85467674,54.9319953,45.26622048,37.00979158,65.02243941,65.02243941,,5.69802921,64.5,1000,1,false,0,EGP,-2.213462705,3.697747529,-8.185053381,-25.56260991,-19.375,-23.21428571,22.85714286,163.8036702,6180.990052,4.56095412,5.020317937,83233322155,EGP,27.61904762,7.023160095,0.227670121,3.945290743,4.036732387,8.355584927,8.522830538,5.596928034,56756787455,2.69029308,5.432011658,5.370414122,7,,10.6125,10.612493,76.22034212,75,8,3,21096878949,14.23591702,11490291793,10448576150,11588936552,10568419150,9.1839,31.54622932,37882765692,29696364914,26476534700,17720178409,0,-26476534700,20162587283,1.708515535,1.579787792,0,,9740907986,-1076086483,-3785627160,9549759740,-191148246,-0.445454545,-0.8,-0.090909091,45.24065419,-4.5,-1.635499688,-36.39219413,36.97830875,31.49794112,-1.34637675,-1.351074985,301429,0.317484208
102,EXPA,EXPORT DEVELOPMENT BANK OF EGYPT,,Finance,egypt,Finance,export-development-bank-of-egypt-edbe,delayed_streaming_900,stock,['common'],,27.67496953,26.60760747,18.04571493,8.253449377,2.612506945,24.41473893,21.49598466,,,20.5,1000,1,false,0,EGP,-1.252408478,7.724639636,-10.75315241,-17.79024345,35.93625399,-6.967942287,79.67784026,265.0336899,687.6983799,5.153235877,4.986390046,15447731069,EGP,112.9236811,6.631728778,0.295461702,0.905712795,1.066072578,9.21299568,10.83631256,,16052118069,1.109181893,,,0,0,0,,0,,0,0,14472034000,69.42354687,,4005131000,2611582000,,3.0912,,1.11757E+11,26393954000,,99415338000,9542255000,404286000,12341251000,0.43615173,,0.785943259,,1404901000,-8981147000,23290341000,1194442000,-320667000,-0.424242424,-0.666666667,-0.181818182,38.92221589,-2.03,-2.376146988,-80.27085851,46.69421488,38.18243283,-0.940537949,-0.873657662,64526,0.46852831
169,MPRC,EGYPTIAN MEDIA PRODUCTION CITY,,Consumer Services,egypt,Consumer Services,egyptian-media-production-city,delayed_streaming_900,stock,['common'],67.59173028,47.36682224,54.94901861,49.15716512,38.04049145,13.27319124,15.60821891,15.60333768,,20.22490804,14.15,1000,1,false,0,EGP,-3.741496599,5.439642325,-14.9639372,-40.32053734,-17.10603398,-38.66493281,40.37698413,220.2047442,28.47365176,5.594421245,7.702406446,2787561036,EGP,40.57539865,6.506644595,0.052287034,3.322848821,0.955277486,6.787541926,8.408210367,4.490929194,2205371490,2.62886303,5.550009252,4.747425047,0.5,0,3.40136,3.4013608,22.99167701,0,0,0,838906959,36.21826896,567031729,397363568,412382879,464540560,2.1747,129.2778071,3373202911,1148502064,597485372,556025409,7002592,-590482780,2817177502,2.072002276,1.954420142,0.002493015,85.32345908,395321978,-71680300,-52595616,319124330,-76197650,-0.490909091,-0.8,-0.181818182,38.46070812,-3.84,-2.403029544,-86.79440775,19.65134707,16.62264483,-1.117103703,-1.016641852,179912,0.363130521
