,name,description,recommendation_mark,sector.tr,market,sector,logoid,update_mode,type,typespecs,gross_margin_ttm,operating_margin_ttm,pre_tax_margin_ttm,net_margin_ttm,free_cash_flow_margin_ttm,return_on_assets_fq,return_on_equity_fq,return_on_invested_capital_fq,research_and_dev_ratio_ttm,sell_gen_admin_exp_other_ratio_ttm,close,pricescale,minmov,fractional,minmove2,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,Volatility.W,Volatility.M,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm,dps_common_stock_prim_issue_fy,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth,total_revenue_ttm,total_revenue_yoy_growth_ttm,gross_profit_ttm,oper_income_ttm,net_income_ttm,ebitda_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,total_assets_fq,total_current_assets_fq,cash_n_short_term_invest_fq,total_liabilities_fq,total_debt_fq,net_debt_fq,total_equity_fq,current_ratio_fq,quick_ratio_fq,debt_to_equity_fq,cash_n_short_term_invest_to_total_debt_fq,cash_f_operating_activities_ttm,cash_f_investing_activities_ttm,cash_f_financing_activities_ttm,free_cash_flow_ttm,capital_expenditures_ttm,Recommend.All,Recommend.MA,Recommend.Other,RSI,Mom,AO,CCI20,Stoch.K,Stoch.D,MACD.macd,MACD.signal,volume,relative_volume_10d_calc
95,ESRS,EZZ STEEL,1,Non-Energy Minerals,egypt,Non-Energy Minerals,ezz-steel,delayed_streaming_900,stock,['common'],,,,,,,,,,,58.299999,1000,1,false,0,EGP,0.51723966,-8.63501319,-21.74496779,-35.3801836,3.94009449,-36.63043587,45.02486953,268.2880543,7011.872278,4.56822813,6.77312333,31672349940,EGP,46.48241295,,,,,,,1.07415138,81057511940,,,,0,0,0,,,-100,0,0,,,,,,,,,1.03063E+11,68737373000,29778154000,1.02974E+11,73860653000,44082499000,88863000,0.93948094,0.72446293,,0.40316668,,,,,,-0.46666667,-0.93333333,0,36.83358617,-5.700001,-8.11682334,-124.0689391,24.38616676,30.22608111,-3.7448722,-4.02844311,1319010,2.09625204
96,ETEL,TELECOM EGYPT,1.5,Communications,egypt,Communications,telecom-egypt,delayed_streaming_900,stock,['common'],,,,,,7.11728139,20.04423142,14.01637097,,,37.990002,1000,1,false,0,EGP,4.08219726,6.86358107,-2.51475231,0.07903846,37.64493478,0.9030544,58.291675,157.7340706,279.90002,2.935297,4.14969404,64851655049,EGP,54.80847702,,,,1.27492683,,,5.90742939,1.04296E+11,,,,1.5,1.5,3.29034,3.9484072,,20,8,4,,,,,,,,,1.53622E+11,34359721000,10977982000,1.02737E+11,50404287000,39426305000,50884932000,0.50966617,0.43430037,0.99090421,0.21779858,,,,,,0.13333333,0.26666667,0,50.77017902,-0.509998,-2.23294112,-20.03799094,45.29539903,31.98012733,-0.66353658,-0.63657538,383624,0.55047604
97,ETRS,EGYPTIAN TRANSPORT (EGYTRANS),,Transportation,egypt,Transportation,egyptian-transport-egytrans,delayed_streaming_900,stock,['common'],,,,,,,,,,,3.88,1000,1,false,0,EGP,4.86486486,10.54131054,-11.81818182,15.47619048,63.02521008,23.96166134,62.34309623,121.9679634,739.4616195,3.96103986,6.40463826,605522518,EGP,62.3431102,,,,1.73875634,,,7.52018642,538029198,,,,,,3.35052,3.3505154,,,0,0,,,,,,,,,516300348,278722467,128657699,168040041,61154785,-67502914,348260307,2.71154821,2.47491206,0.17560563,2.10380429,,,,,,0.29090909,0.4,0.18181818,48.96428513,-0.03,-0.37835294,7.05180363,55.72916667,47.14316262,-0.13967915,-0.16426984,2746466,3.34760558
98,EXPA,EXPORT DEVELOPMENT BANK OF EGYPT,,Finance,egypt,Finance,export-development-bank-of-egypt-edbe,delayed_streaming_900,stock,['common'],,27.67496953,26.60760747,18.04571493,8.25344938,2.61250695,24.41473893,21.49598466,,,22.969999,1000,1,false,0,EGP,0.43724528,-4.29167083,-12.09337972,-2.14083234,81.96439645,4.24128159,137.9316889,282.5982738,782.6063902,2.25329814,4.22758566,17092214264,EGP,169.3431471,7.4307709,0.32549178,0.99776746,1.19452127,10.32304886,12.14195554,,17696601264,1.22281369,,,0,0,0,,0,,0,0,14472034000,69.42354687,,4005131000,2611582000,,3.0912,,1.11757E+11,26393954000,,99415338000,9542255000,404286000,12341251000,0.43615173,,0.78594326,,1404901000,-8981147000,23290341000,1194442000,-320667000,-0.26969697,-0.26666667,-0.27272727,40.74800235,-0.42,-1.42014138,-70.84955915,29.91309185,29.46873811,-0.51041433,-0.46408357,12402,0.11905036
99,FAIT,FAISAL ISLAMIC BANK OF EGYPT - IN EGP,2,Finance,egypt,Finance,faisal-islamic-bank-of-egypt-in-egp,delayed_streaming_900,stock,['common'],,,,,,,,,,,29.809999,1000,1,false,0,EGP,-0.4342084,2.2290775,-20.16604446,-11.3061645,8.67662778,-8.24870063,15.05209958,186.8414436,3760.116545,1.64757144,4.24332114,24564770614,EGP,39.14260421,,,,0.71319234,,,,23238406614,,,,,0,6.21603,6.216035,,,0,0,,,,,,,,,1.74592E+11,59945608000,,1.48885E+11,11386803000,-1642835000,25707549000,8.10414406,,0.44845686,,,,,,,-0.55757576,-0.93333333,-0.18181818,33.9347645,-4.590003,-4.1275295,-75.35289776,19.83850237,18.33207471,-1.59604652,-1.46082169,35447,0.46944197
100,FIRE,FIRST INVESTMENT COMPANY AND REAL ESTATE DEVELOPMENT,,Finance,egypt,Finance,first-investment-company-and-real-estate-development,delayed_streaming_900,stock,['common'],59.15667665,50.69521047,35.11427813,23.78402967,-8.31179399,0.67394672,13.06166913,13.06166913,,8.46146618,2.61,1000,1,false,0,EGP,0,-9.68858131,-13.86138614,52.45327103,27.69080235,56.19389587,86.16262482,213.7019231,427.7573578,9.11877395,10.85926089,39737501,EGP,102.0979175,15.58208955,,4.10349004,1.81974105,,,137.4289161,39476366,4.07652406,8.04123775,7.8319441,0,0,0,,0,,0,0,9683830,-0.93599938,5728632,4909238,2303205,5040430,0.1675,-28.69306088,316232420,313280682,261135,296511196,0,-261135,19721224,1.11912312,0.20165562,0,,-804898,-1548770,1548770,-804900,0,-0.17878788,-0.26666667,-0.09090909,40.63061584,-0.28,-0.07632353,-78.10484344,0,0,-0.05488178,-0.00040616,6479,0.39608984
101,FNAR,AL FANAR CONTRACTING CONSTRUCTION TRADE IMPORT AND EXPORT CO,,Industrial Services,egypt,Industrial Services,al-fanar-contracting-construction-trade-import-and-export-co,delayed_streaming_900,stock,['common'],17.58441738,15.48031023,15.44882384,11.74196499,-1.34910943,20.11724986,28.42256435,28.42256435,,2.02278029,2.16,1000,1,false,0,EGP,5.88235294,2.36966825,-7.69230769,11.68562565,17.07317073,12.79373368,-14.28571429,245.6,332,4.59064971,7.36328427,33759998,EGP,-16.26984623,3.69041517,,0.45006165,1.06587187,4.53096038,,9.35958603,30067527,0.41459071,2.67818017,2.28481337,0,0,0,,0,,0,0,72523398,-14.28403159,12752817,11226847,8515672,13159730,0.5853,-16.01377529,45488072,28649257,3692471,13063958,0,-3692471,32424114,2.27211013,2.27211013,0,,7627522,-8605938,-3573386,-978420,-8605938,0.24545455,0.4,0.09090909,51.70411093,0.17,-0.08976471,118.6022909,66.49029982,67.40152851,-0.03782598,-0.0586193,13603,0.98596756
102,FWRY,FAWRY FOR BANKING TECHNOLOGY AND ELECTRONIC PAYMENT,1.5,Technology Services,egypt,Technology Services,fawry-for-banking-technology-and-electronic-payment,delayed_streaming_900,stock,['common'],,,,,,8.02325427,21.31755186,20.0006504,,,7.49,1000,1,false,0,EGP,-0.13333333,6.09065156,10.14705882,34.95495495,65.7079646,35.93466425,33.51158645,6504.245234,6504.245234,4.54954244,8.75763141,24771705867,EGP,34.47036877,,,,7.69293975,,,9.24908704,20897738576,,,,0,,0,,,,0,0,,,,,,,,,8971583645,6996037684,5117968219,5501735013,1090809564,-4027158655,3469848632,1.34250151,1.23714835,0.32888824,4.69189892,,,,,,0.04545455,0,0.09090909,49.4821708,-0.96,-0.05873529,-69.30720941,29.55974843,28.63881402,0.09599893,0.22852515,12356610,0.96364418
103,GBCO,GB CORP,1.5,Distribution Services,egypt,Distribution Services,gb-auto,delayed_streaming_900,stock,['common'],,,,,,,,,,,11.6,1000,1,false,0,EGP,-0.25795357,0.86956522,1.75438596,29.03225806,111.6788321,46.83544304,116.4179105,154.3859649,7629.829144,6.28669933,8.32542581,12591800414,EGP,119.2816723,,,,,,,,,,,,0,,0,,,-100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.02424242,0.13333333,-0.18181818,50.97562419,-1.4,0.1580294,-60.10230179,25.80645161,20.97015556,0.27171683,0.48408938,126842,0.04275454
104,GDWA,GADWA FOR INDUSTRIAL DEVELOPMENT,,Producer Manufacturing,egypt,Producer Manufacturing,gadwa-for-industrial-development,delayed_streaming_900,stock,['common'],,,,,,,,,,,3.84,1000,1,false,0,EGP,0,14.97005988,-16.15720524,20.37617555,132.7272727,21.9047619,345.4756381,124.9560633,124.9560633,5.97376826,7.08828201,4050450000,EGP,,,,,1.69468337,,,2.41087395,8387234127,,,,,0,0,,,,0,0,,,,,,,,,12071975908,8985712220,1776559624,8745521349,5176979960,3400420336,3326454559,1.14470407,0.81472894,2.16601814,0.34316525,,,,,,0.26666667,0.53333333,0,51.19312074,0.32,-0.47882353,57.73153815,76.97659071,55.75479621,-0.16330611,-0.2260686,601798,0.68952637
105,GGCC,GIZA GENERAL CONTRACTING,,Industrial Services,egypt,Industrial Services,giza-general-contracting,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.461,1000,1,false,0,EGP,0.43572985,8.98345154,-13.67041199,12.43902439,42.28395062,24.25876011,85.88709677,121.9907184,5901.721101,2.63998023,5.51894147,665089398,EGP,83.12597251,,,,1.10907954,,,7.10127446,1249254318,,,,0,0,0,,,,0,0,,,,,,,,,2194236502,1968744085,93657753,1594555484,677822671,584164918,599681018,1.32958486,1.2543025,1.13030537,0.13817442,,,,,,-0.02121212,-0.13333333,0.09090909,44.33429128,-0.01,-0.05908824,-26.79938744,59.73496432,46.97048189,-0.01655733,-0.01779255,903900,0.22719782
106,GIHD,GHARBIA ISLAMIC HOUSING DEVELOPMENT,,Consumer Durables,egypt,Consumer Durables,gharbia-islamic-housing-development,delayed_streaming_900,stock,['common'],,,,,,,,,,,22.07,1000,1,false,0,EGP,-1.64884574,10.12973502,-11.40104376,-4.74751834,33.67655966,-0.18091813,16.71073506,349.490835,1048.481274,6.2449724,9.11203004,124256251,EGP,17.81333428,,,,3.14467201,,,56.04529627,112484583,,,,,0,0,,,,0,0,,,,,,,,,43800335,43334365,11771668,4322864,0,-11771668,39477471,13.06050143,4.65954012,0,,,,,,,-0.24545455,-0.4,-0.09090909,44.76909729,-0.540001,-2.95232361,-7.22830224,70.93052546,62.78750962,-1.03522316,-1.27058893,43264,0.84881136
107,GMCI,GMC GROUP FOR INDUSTRIAL COMMERCIAL & FINANCIAL INVESTMENTS,,Distribution Services,egypt,Distribution Services,gmc-for-industrial-commercial-and-financial-investments,delayed_streaming_900,stock,['common'],,,,,,,,,,,1.105,1000,1,false,0,EGP,0,-4.98710232,-9.72222222,-2.55731922,-27.15886618,-2.55731922,-34.22619048,60.37735849,360.9395257,4.81146305,4.53418463,48399795,EGP,-30.77381246,,,,0.73514736,,,5226.875195,48390997,,,,,0,0,,,,0,0,,,,,,,,,85431642,20295953,8798,22878328,0,-8798,62553313,0.8871425,0.8871425,0,,,,,,,-0.44545455,-0.8,-0.09090909,32.65348169,-0.058,-0.05627941,-111.1111111,0,0,-0.0232527,-0.01884678,5669,0.10200299
108,GOCO,GOLDEN COAST COMPANY,,Consumer Services,egypt,Consumer Services,golden-coast-company,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.54,1000,1,false,0,EGP,2.07939509,12.5,10.20408163,5.26315789,25.2900232,8.21643287,50,27.65957447,40.4371726,5.60516906,5.20872574,92621712,EGP,50,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.46666667,0.93333333,0,70.180686,0.071,0.01670294,320.6975773,94.68085106,81.99243195,0.00830595,0.00062498,2891299,3.34085169
109,GRCA,GRAND INVESTMENT CAPITAL,,Finance,egypt,Finance,grand-investment-capital,delayed_streaming_900,stock,['common'],,,,,,,,,,,7.9,1000,1,false,0,EGP,-1.12640801,3.26797386,-1.86335404,-2.70935961,19.15535445,0.63694268,-8.67052023,66.31578947,-7.92540793,4.66555919,9.71237828,59670002,EGP,0.7905121,,,,1.54184248,,,12.07490675,55392289,,,,,0,0,,,,0,0,,,,,,,,,54684305,,5103214,14634910,741295,-4361919,40049395,,,0.01854852,6.88418781,,,,,,0.22121212,0.53333333,-0.09090909,51.23312256,0.01,-0.00338235,83.24907314,91.55744146,83.42920006,0.00490866,-0.03486862,5133,0.27201908
110,GSSC,GENERAL SILOS & STORAGE,,Retail Trade,egypt,Retail Trade,general-silos-and-storage,delayed_streaming_900,stock,['common'],,,,,,,,,,,173.23,1000,1,false,0,EGP,0,10.60528668,-3.00672436,29.44033475,140.812474,23.29537367,163.9784075,528.8172845,4556.725437,5.84483052,9.98474712,3031524925,EGP,161.4059477,,,,11.31184933,,,5.61325137,2740918390,,,,,,1.7318,1.7318017,,,1,0,,,,,,,,,2971158044,2363219292,621210349.3,2445676772,73117990.52,-548092358.8,525481272.3,1.17110016,1.13581422,0.27283296,8.49599866,,,,,,0.49090909,0.8,0.18181818,57.14778722,16.61,0.66617588,176.5289328,90.15078034,82.16274211,2.21011132,1.51963106,1082,0.82519829
111,GTEX,GTEX FOR COMMERCIAL AND INDUSTRIAL,,Finance,egypt,Finance,,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.044,1000,1,false,0,USD,-2.22222222,2.3255814,41.93548387,41.93548387,41.93548387,41.93548387,41.93548387,41.93548387,41.93548387,3.66901574,47.51050053,,EGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66666667,-0.33333333,-1,,0.007,,,,,,,23847,0.05577688
112,GTWL,GOLDEN TEXTILES & CLOTHES WOOL,,Process Industries,egypt,Process Industries,golden-textiles-and-clothes-wool,delayed_streaming_900,stock,['common'],,,,,,,,,,,31,1000,1,false,0,EGP,-3.15525793,8.20244328,15.71481464,11.67146974,99.48519949,19.13912375,128.7822878,429.9145299,-96.9,8.17505926,12.57663297,439641933,EGP,127.1586732,,,,0.50376033,,,47.90268496,986626267,,,,,0,0,,,,0,0,,,,,,,,,1615258329,691772791,9243412,736300207,556227746,546984334,878958122,0.98380762,0.39032887,0.63282622,0.01661803,,,,,,0.30909091,0.8,-0.18181818,60.66651599,4.5,3.70835265,120.8176166,86.51469475,91.37812256,1.40165794,0.80000403,14564,1.1316679
113,HDBK,HOUSING & DEVELOPMENT BANK,1.333333,Finance,egypt,Finance,housing-and-development-bank,delayed_streaming_900,stock,['common'],,37.19919866,40.58476777,30.00732652,41.20753675,4.74302672,39.30989943,35.88086973,,,49.240002,1000,1,false,0,EGP,-0.30369914,4.49915757,-14.1262609,24.75297885,95.31933341,26.84183926,158.7493401,289.1030952,4334.372567,3.43936395,4.39972124,26161212291,EGP,155.1295525,4.79184122,0.03855738,1.44228154,1.62956468,3.39663958,3.48941348,,-5325032924,,,,1,0,2.03087,6.0926075,9.73160241,39.99916001,0,0,18194025076,64.06341655,,6768031532,5459540511,,10.2758,,1.23814E+11,49592994394,,1.07621E+11,4640191744,-31625116592,16192981692,0.68289829,,0.2890345,,7702086846,-8621977050,8823570218,7497309570,-355724261,-0.09090909,0,-0.18181818,44.03316561,-2.259998,-4.73167677,-38.96560384,35.32474132,22.90454232,-1.33725022,-1.1586813,81582,1.43201434
114,HELI,HELIOPOLIS HOUSING,1,Consumer Durables,egypt,Consumer Durables,heliopolis-housing,delayed_streaming_900,stock,['common'],,,,,,,,,,,10.57,1000,1,false,0,EGP,0.66666667,16.28162816,-13.99511798,-3.3820841,-3.90909091,1.63461538,15.64551422,17.27082174,7510.427337,3.44285991,5.58000861,14111850210,EGP,14.6420758,,,,,,,,,,,,0.222224,,2.1024,,,5.82095238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.17878788,-0.26666667,-0.09090909,49.50511881,0.27,-0.74552943,57.08543222,91.08041196,84.39822747,-0.26801759,-0.3867433,2861850,0.51261308
115,HRHO,EFG HOLDING,1,Finance,egypt,Finance,egyptian-financial-hermes-company,delayed_streaming_900,stock,['common'],,18.57018782,18.70858205,10.96039355,-3.60251205,2.1972547,11.81834784,9.09535361,,,17.209999,1000,1,false,0,EGP,0.3498484,-0.80692219,-14.59057568,-0.28969293,14.73332667,5.45342525,25.4373105,82.76117994,2855.240992,2.66965449,5.0387398,25119817184,EGP,27.89832893,10.05433137,,1.09812431,1.07713158,,,,48125732184,2.11119861,,,0,0,0,,0,,0,0,22795454633,163.4575246,,4233158739,2498471540,,1.7117,,1.21908E+11,49007316000,,94512045000,23354773000,18931011000,27395929000,0.78824059,,1.00144711,,-84895000,-5579533000,11752871000,-821209000,-736314000,-0.33333333,-0.66666667,0,39.13634701,-1.690001,-1.83608815,-83.13331228,9.34666326,8.39565932,-0.64096062,-0.49757842,4861829,0.81185701
116,IBCT,INTERNATIONAL BUSINESS CORPORATION FOR TRADING AND AGENCIES,,Distribution Services,egypt,Distribution Services,international-business-for-trading-and-agencies,delayed_streaming_900,stock,['common'],,,,,,,,,,,1.386,1000,1,false,0,EGP,0,,-10,-10,-1,-10,6.61538462,118.6119874,-45.04361618,16.66666667,11.58730159,37483599,EGP,31.62393273,,,,0.80393033,,,9.23503468,46098577,,,,0,0,0,,,,0,0,,,,,,,,,55874256,40262158,3652963,13911379,12267941,8614978,41962877,3.05831807,1.20347177,0.29235224,0.29776496,,,,,,0.07878788,0.06666667,0.09090909,48.94109909,0,-0.00226471,-35.0877193,0,0,-0.00163888,-0.00193462,1189,0.31740523
117,ICFC,INTERNATIONAL COMPANY FOR FERTILIZERS & CHEMICALS,,Process Industries,egypt,Process Industries,international-company-for-fertilizers-and-chemicals,delayed_streaming_900,stock,['common'],10.51292122,8.97436957,13.2119075,9.66867745,-2.85740028,30.66499212,55.65736519,55.65736519,,1.46759084,33.959999,1000,1,false,0,EGP,0.86130388,22.51082332,3.69465344,35.62299379,78.17419088,44.32638146,171.89751,2725.291098,588.8437931,8.59610807,8.29582418,764099979,EGP,186.5822609,5.54295118,0.10380466,0.5313539,2.27913032,,,8.85522289,839220176,0.58861887,6.55888822,6.49708065,0,0,0,,0,,0,0,1425744594,171.7206594,149887406,127951589,137850646,129168810,6.1267,52.94191068,585831351,375570937,86288057,250571900,161408254,75120197,335259451,1.49998799,0.46602753,0.48144282,0.53459507,-38797694,12035894,34996589,-40739230,-1941534,0.4,0.8,0,58.4910137,5,3.2694117,130.632807,68.1512521,79.73855742,0.73104785,-0.06660478,137072,1.48364143
118,ICID,INTERNATIONAL CO FOR INVESTMENT & DEVELOPMENT,,Finance,egypt,Finance,international-co-for-investment-and-development,delayed_streaming_900,stock,['common'],,16.54937232,38.27725083,32.32971883,80.44437729,3.6775724,4.26876518,4.26876518,,,2.89,1000,1,false,0,EGP,1.40350877,11.15384615,-15,-30.69544365,-29.34012402,-28.28784119,22.39858692,467.8413188,-14.94741749,3.85369529,7.24668895,288999987,EGP,-28.52762784,83.52601156,,26.66964931,3.49324921,31.80627249,33.61821061,2279.922385,293014683,30.44914531,183.9897291,181.7652573,0,0,0,,0,,0,0,9623084,26.10073792,,1592560,3111116,1612050,0.0346,-22.24719101,86155825,,146710,7494215,0,-146710,78661610,,,0,,8182232,-7941000,-507328,7741230,-441000,-0.17575758,-0.53333333,0.18181818,40.09644959,-0.13,-0.44235294,-40.4991407,40.19607843,35.36414566,-0.2010062,-0.23351614,233787,0.63304123
119,ICLE,INTERNATIONAL COMPANY FOR LEASING (INCOLEASE),,Finance,egypt,Finance,international-company-for-leasing-incolease,delayed_streaming_900,stock,['common'],,,,,,,,,,,42.200001,1000,1,false,0,EGP,-4.09090682,2.70138963,2.70138963,2.70138963,2.70138963,2.70138963,2.70138963,14.11574094,-60.55706047,8.43270991,7.25159006,821800003,EGP,0,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.42424242,-0.66666667,-0.18181818,48.38108949,4.040001,0.31014696,-45.66335001,46.5357234,52.19433361,0.00143472,0.18328272,10,0.0789266
120,ICMI,INTERNATIONAL COMPANY FOR MEDICAL INDUSTRIES -ICMI,,Distribution Services,egypt,Distribution Services,international-company-for-medical-industries-icmi,delayed_streaming_900,stock,['common'],20.1841196,-4.32362115,4.99624927,4.03697158,31.65950976,1.72781175,2.4325063,2.31185051,,24.50774075,1.683,1000,1,false,0,EGP,4.01730532,5.1875,27.98479087,12.57525084,30.0618238,11.45695364,64.67710372,260.3772437,-35.02337145,4.68915124,5.85672074,122134241,EGP,64.67710783,66.52173913,,2.58029595,1.63542547,6.15896087,8.47756119,100.6692146,129150749,3.57128456,,70.71870873,0,0,0,,0,,0,0,36163668,1551.858906,7299318,-1563580,1459917,1826260,0.0253,8333.333333,104001304,44074363,964164,42935996,6264589,5300425,61065308,1.21020311,0.76366115,0.10555469,0.15390698,15759417,-5064527,-19498167,11449240,-4310180,0.55757576,0.93333333,0.18181818,78.52221873,0.286,0.21892059,143.3722561,84.1000575,81.96728644,0.07800551,0.05293105,331862,1.14309708
121,IDRE,ISMAILIA DEVELOPMENT AND REAL ESTATE CO,,Finance,egypt,Finance,ismailia-development-and-real-estate-co,delayed_streaming_900,stock,['common'],,,,,,,,,,,21.51,1000,1,false,0,EGP,-0.78413284,0.89118199,-6.51890482,-62.23665664,-57.19402985,-62.23665664,-46.71785848,355.720339,259.6989967,6.38892751,5.30317098,792390667,EGP,-46.7178578,,,,,,,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.15454545,-0.4,0.09090909,43.66321628,2.01,-0.35564672,33.33559448,69.62794989,68.26121235,-1.0307692,-1.63554498,91400,1.10769887
122,IEEC,INDUSTRIAL & ENGINEERING PROJECTS,,Industrial Services,egypt,Industrial Services,industrial-and-engineering-enterprises-co,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.276,1000,1,false,0,EGP,-0.71942446,5.34351145,0.36363636,-12.65822785,7.02195889,-12.65822785,154.2466561,140.263245,140.263245,5.07661214,7.06169509,402408000,EGP,,,,,2.31796422,,,277.0104251,464987938,,,,,0,0,,,,0,0,,,,,,,,,734723329,722703121,843061,633973463,63422999,62579938,100749866,1.139958,0.90636858,0.62950951,0.01329267,,,,,,-0.35454545,-0.8,0.09090909,47.83337095,0,-0.00002941,7.15829281,53.75112309,60.37735849,-0.00181109,-0.00336903,14522000,0.31081647
123,IFAP,INTERNATIONAL AGRICULTURAL PRODUCTS,,Process Industries,egypt,Process Industries,international-agricultural-products,delayed_streaming_900,stock,['common'],,,,,,,,,,,14.34,1000,1,false,0,EGP,-1.57858614,9.88505747,-8.6042065,-23.4791889,60.96337365,-2.84552846,173.5735401,734.9427622,13174.82782,6.1229005,6.55566472,2294399806,EGP,180.890612,,,,2.5700675,,,20.51225495,2432180331,,,,0.57775,,4.02894,4.0285916,,,1,0,,,,,,,,,1368556453,622531324,111855084,450251569,224069742,112214658,918304884,1.41773822,0.66153231,0.25099132,0.49919763,,,,,,0.02121212,0.13333333,-0.09090909,49.73025551,0.38,-0.83873529,67.88323362,79.01549509,73.63976678,-0.415316,-0.6031278,492241,1.81426924
124,INEG,INTEGRATED ENGINEERING GROUP S.A.E,,Producer Manufacturing,egypt,Producer Manufacturing,integrated-engineering-sae,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.184,1000,1,false,0,EGP,1.65745856,0,-8,-23.33333333,17.94871795,-23.96694215,31.42857143,-59.22609353,-14.95107422,3.10865562,5.02967575,,EGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30909091,-0.8,0.18181818,42.18756568,-0.002,-0.01291176,-77.25761064,34.96296296,34.54320988,-0.00547671,-0.00640502,559451,0.3559005
125,INFI,ISMAILIA NATIONAL FOOD INDUSTRIES,,Consumer Non-Durables,egypt,Consumer Non-Durables,ismailia-national-food-industries,delayed_streaming_900,stock,['common'],,,,,,,,,,,56.009998,1000,1,false,0,EGP,6.64508378,8.6307155,-3.44768155,-5.05307357,2.19117333,-4.40486883,13.44330333,738.245769,516.1105941,5.5343616,7.03068387,708526457,EGP,22.17131854,,,,7.16497846,,,415.7682542,717387629,,,,,0,0,,,,0,0,,,,,,,,,166804126,118824674,1704138,67916726,10565310,8861172,98887400,1.75437978,0.89030148,0.10684182,0.1612956,,,,,,0.29090909,0.4,0.18181818,55.75526582,5.16,-4.33441168,45.16847191,78.37172568,65.55463615,-1.71448657,-2.39916935,32958,3.23453785
126,IRON,EGYPTIAN IRON & STEEL,,Non-Energy Minerals,egypt,Non-Energy Minerals,egyptian-iron-and-steel,delayed_streaming_900,stock,['common'],,,,,,,,,,,16.549999,1000,1,false,0,EGP,-1.19403582,3.69673559,3.43749375,6.36246144,8.3824427,6.36246144,150.3781997,432.8835847,455.3492635,5.39443458,7.32999208,16167235049,EGP,161.0409911,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.04242424,0.26666667,-0.18181818,52.75601847,-1.360001,0.31600017,-8.94964841,47.34255359,47.76823413,0.37105463,0.4879194,242394,0.51918282
127,ISMA,ISMAILIA MISR POULTRY,,Process Industries,egypt,Process Industries,ismailia-misr-poultry,delayed_streaming_900,stock,['common'],,,,,,,,,,,8.8,1000,1,false,0,EGP,1.73410405,6.92588092,-17.44840525,-32.82442748,-13.64082434,-31.19624707,53.04347826,287.6651982,57.81031021,3.31902611,7.30345014,781751455,EGP,50.7798931,,,,,,,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.17575758,-0.53333333,0.18181818,40.19480675,-0.220001,-1.37747062,-29.9884723,66.52339748,58.9586263,-0.61526238,-0.72200849,153580,0.73853191
128,ISMQ,IRON AND STEEL FOR MINES AND QUARRIES,,Non-Energy Minerals,egypt,Non-Energy Minerals,iron-and-steel-for-mines-and-quarries,delayed_streaming_900,stock,['common'],,,,,,,,,,,4.03,1000,1,false,0,EGP,4.13436693,27.93650794,6.05263158,117.6025918,160.1678502,159.6649485,208.8122605,1051.428571,1051.428571,8.48055058,10.58698315,3936800000,EGP,,,,,13.33730474,,,24.19060405,3774059323,,,,,,2.48139,2.4813895,,,0,0,,,,,,,,,433889550,289634455,162740677,138716629,0,-162740677,295172921,2.08795771,1.41083676,0,,,,,,,0.55757576,0.93333333,0.18181818,60.06530113,0.67,-0.02711765,166.5323303,92.36565758,87.56222721,0.00850338,-0.10256928,8790644,0.63816581
